	Control_3_S6	Control_1_S4	Alcohol_2_S2	Alcohol_1_S1	Control_2_S5	Alcohol_3_S3
Alcohol_metabolism;butanol_biosynthesis.	7.6034190065753355	5.403245062781648	111.11936686807589	83.76940151737264	6.213496414750208	199.4333466614853
Alcohol_metabolism;ethanol_biosynthesis_via_fermentation_pathway.	0.0	0.0	2.069444444444444	0.5	0.0	0.75
Alcohol_metabolism;ethanol_degradation;acetate_from_ethanol:_step_2/2.	83.0422520211904	152.20352822864308	789.547869125262	319.496979349996	56.70763663237347	773.2008739056358
Alkene_biosynthesis;ethylene_biosynthesis_via_S-adenosyl-L-methionine;ethylene_from_S-adenosyl-L-methionine:_step_1/2.	36.019406821149644	62.459440849332445	6914.416089568457	3589.543301994182	62.441175396403246	7658.489849455309
Alkene_metabolism;propylene_degradation.	18.251106804814075	26.87652824327737	164.78265347237547	232.03127837203277	13.711033832877822	512.9792261330174
Amine_and_polyamine_biosynthesis;1,3-diaminopropane_biosynthesis;1,3-diaminopropane_from_L-aspartate_4-semialdehyde:_step_1/2.	0.0	0.0	92.26839826839827	27.160714285714285	0.0	3.0432900432900434
Amine_and_polyamine_biosynthesis;1,3-diaminopropane_biosynthesis;1,3-diaminopropane_from_L-aspartate_4-semialdehyde:_step_2/2.	0.6939393939393939	1.356891495601173	11.65085657513692	19.858463105328862	0.6848484848484848	42.95003703504591
Amine_and_polyamine_biosynthesis;S-adenosylmethioninamine_biosynthesis;S-adenosylmethioninamine_from_S-adenosyl-L-methionine:_step_1/1.	0.38461538461538464	1.7538461538461536	29.356532356532355	13.460749030795116	2.730769230769231	51.31592309380327
Amine_and_polyamine_biosynthesis;agmatine_biosynthesis;agmatine_from_L-arginine:_step_1/1.	9.218087574398485	6.599936072283991	132.65491616448224	226.86189627355452	20.091768640728823	392.0422829784745
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_choline_pathway.	0.930514096185738	1.1631426202321724	22.594693698607408	10.026818293264627	1.1932681226635187	8.812996193622968
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_choline_pathway;betaine_aldehyde_from_choline_(cytochrome_c_reductase_route):_step_1/1.	0.0	0.0	0.0	0.0	0.0	0.0
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_choline_pathway;betaine_aldehyde_from_choline_(dehydrogenase_route):_step_1/1.	13.30985630053041	18.411857089151336	46.43217638597908	95.34287279124199	20.770390986202216	83.41557460617886
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_choline_pathway;betaine_aldehyde_from_choline_(monooxygenase_route):_step_1/1.	0.0	0.0	11.25	3.5	0.0	0.0
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_choline_pathway;betaine_from_betaine_aldehyde:_step_1/1.	83.0422520211904	152.20352822864308	789.547869125262	319.496979349996	56.70763663237347	773.2008739056358
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_choline_pathway_[regulation].	2.950051437090263	10.718381560428165	1055.5379833723425	512.7870535327352	17.873125181388218	741.1617451489257
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_glycine_pathway;betaine_from_glycine:_step_2/3.	3.087023012529424	12.790498340865444	131.69554052828312	100.76629902553168	1.7750000000000001	277.0701683606063
Amine_and_polyamine_biosynthesis;betaine_biosynthesis_via_glycine_pathway;betaine_from_glycine:_step_3/3.	3.087023012529424	12.790498340865444	131.69554052828312	100.76629902553168	1.7750000000000001	277.0701683606063
Amine_and_polyamine_biosynthesis;carnitine_biosynthesis.	83.0422520211904	152.20352822864308	791.297869125262	319.496979349996	56.70763663237347	773.2008739056358
Amine_and_polyamine_biosynthesis;choline_biosynthesis;choline_from_choline_sulfate:_step_1/1.	11.02800264978693	25.454056782215506	98.14982647407503	275.13628359342886	24.31430000809072	416.5701847730344
Amine_and_polyamine_biosynthesis;creatine_biosynthesis;creatine_from_L-arginine_and_glycine:_step_1/2.	0.0	0.0	1.0952380952380951	0.2380952380952381	0.0	1.8571428571428568
Amine_and_polyamine_biosynthesis;ectoine_biosynthesis.	7.8996407482756	13.451724473667465	285.16319619960535	285.6917761856601	56.55050271973339	1055.0432158496667
